frame,time_sec,r_elbow_angle,l_elbow_angle,r_shoulder_angle,l_shoulder_angle,shoulder_tilt,r_wrist_height,l_wrist_height,r_wrist_vis,r_elbow_vis
1230,41.0,168.93,155.11,105.87,101.14,-9.57,0.0606,0.0335,0.62,0.92
1231,41.033,168.87,155.04,105.87,101.41,-9.74,0.0606,0.0341,0.63,0.92
1232,41.067,168.82,155.27,105.96,101.86,-9.83,0.06,0.0354,0.64,0.92
1233,41.1,168.94,155.3,105.96,102.05,-9.95,0.0605,0.0373,0.64,0.92
1234,41.133,169.01,155.27,105.94,101.91,-9.89,0.0586,0.0377,0.65,0.92
1235,41.167,168.98,154.93,105.7,101.67,-9.93,0.0596,0.0404,0.65,0.91
1236,41.2,168.98,154.7,105.39,101.67,-10.02,0.0593,0.0404,0.65,0.91
1237,41.233,168.91,154.65,105.09,101.67,-10.07,0.0614,0.0415,0.65,0.91
1238,41.267,168.72,153.95,104.75,101.28,-10.14,0.0695,0.0441,0.64,0.9
1239,41.3,168.42,154.24,104.38,101.85,-10.28,0.0758,0.0434,0.63,0.9
1240,41.333,168.41,154.34,104.65,102.34,-10.4,0.0711,0.042,0.65,0.91
1241,41.367,168.59,154.49,104.78,102.7,-10.48,0.0701,0.0417,0.67,0.91
1242,41.4,168.48,154.47,104.74,102.73,-10.54,0.0698,0.0414,0.69,0.92
1243,41.433,167.96,154.34,104.45,102.34,-10.49,0.0701,0.047,0.72,0.92
1244,41.467,167.27,154.21,104.24,102.12,-10.42,0.0697,0.0481,0.74,0.92
1245,41.5,166.72,153.9,103.94,101.72,-10.38,0.0717,0.0521,0.76,0.93
1246,41.533,166.4,153.44,103.54,101.02,-10.43,0.0721,0.0541,0.78,0.93
1247,41.567,165.98,153.11,102.94,100.48,-10.52,0.0748,0.0568,0.8,0.94
1248,41.6,165.86,152.59,102.31,99.69,-10.7,0.08,0.0607,0.81,0.94
1249,41.633,165.62,152.08,101.52,99.17,-10.98,0.0838,0.0631,0.82,0.94
1250,41.667,165.55,151.83,100.88,98.53,-11.15,0.0874,0.0681,0.83,0.94
1251,41.7,165.45,151.15,100.25,97.67,-11.3,0.0938,0.0725,0.84,0.95
1252,41.733,165.4,151.24,99.85,97.08,-11.3,0.0977,0.0774,0.85,0.95
1253,41.767,165.13,150.77,99.16,96.01,-11.32,0.1013,0.0821,0.85,0.95
1254,41.8,164.67,150.23,98.1,95.15,-11.47,0.106,0.0866,0.86,0.95
1255,41.833,164.92,151.11,97.58,95.19,-11.67,0.1102,0.0895,0.87,0.95
1256,41.867,164.31,151.04,96.55,94.73,-11.89,0.1145,0.0935,0.87,0.95
1257,41.9,164.07,150.79,95.8,93.96,-11.98,0.1193,0.0996,0.88,0.95
1258,41.933,163.73,149.58,95.02,92.73,-12.06,0.1231,0.102,0.88,0.95
1259,41.967,162.64,149.21,93.5,92.07,-12.21,0.1331,0.1087,0.88,0.95
1260,42.0,162.27,148.0,92.5,90.49,-12.39,0.1362,0.1148,0.88,0.95
1261,42.033,161.59,147.33,91.25,89.28,-12.54,0.1451,0.1224,0.89,0.96
1262,42.067,161.46,146.79,90.38,88.06,-12.56,0.1534,0.1283,0.88,0.95
1263,42.1,161.48,145.43,89.15,86.11,-12.68,0.1622,0.1342,0.87,0.95
1264,42.133,160.88,145.29,87.71,84.88,-12.67,0.166,0.1386,0.85,0.95
1265,42.167,160.03,145.67,86.08,84.08,-12.71,0.1733,0.1437,0.85,0.94
1266,42.2,159.19,145.4,84.66,83.08,-12.85,0.179,0.1489,0.84,0.94
1267,42.233,158.36,146.15,82.92,82.94,-12.91,0.1893,0.1517,0.84,0.94
1268,42.267,157.41,147.5,81.02,82.47,-12.9,0.2077,0.1555,0.83,0.94
1269,42.3,157.05,149.54,79.91,81.7,-12.92,0.2131,0.1648,0.83,0.94
1270,42.333,156.63,148.87,79.07,79.24,-12.88,0.2111,0.1781,0.82,0.94
1271,42.367,155.86,148.78,78.09,77.76,-12.88,0.2134,0.1851,0.82,0.93
1272,42.4,155.04,149.42,76.73,77.13,-12.92,0.2216,0.1892,0.81,0.93
1273,42.433,153.68,149.56,74.51,76.32,-13.08,0.2327,0.1908,0.8,0.93
1274,42.467,154.67,149.23,74.36,74.22,-13.28,0.2355,0.2014,0.8,0.93
1275,42.5,154.98,149.68,73.54,72.85,-13.42,0.2429,0.2107,0.8,0.93
1276,42.533,154.31,147.89,71.03,70.26,-13.72,0.2571,0.2147,0.8,0.93
1277,42.567,154.52,146.69,69.76,67.85,-13.9,0.2654,0.221,0.8,0.93
1278,42.6,152.43,146.19,66.82,66.04,-14.07,0.2764,0.2241,0.8,0.93
1279,42.633,152.5,146.01,65.36,63.77,-14.23,0.2799,0.2293,0.81,0.93
1280,42.667,150.8,144.4,62.07,60.94,-14.29,0.2895,0.236,0.81,0.94
1281,42.7,150.91,143.73,60.03,58.92,-14.37,0.299,0.241,0.82,0.94
1282,42.733,149.77,141.45,58.17,56.44,-14.47,0.3044,0.2487,0.83,0.94
1283,42.767,150.13,142.24,56.64,54.76,-14.56,0.3128,0.2579,0.84,0.95
1284,42.8,150.9,142.57,55.5,53.29,-14.55,0.3244,0.2661,0.85,0.95
1285,42.833,150.52,143.82,53.72,50.94,-14.58,0.3349,0.278,0.87,0.95
1286,42.867,149.62,145.02,51.9,49.54,-14.6,0.3459,0.2837,0.88,0.95
1287,42.9,149.2,145.8,49.72,47.68,-14.74,0.3571,0.2926,0.89,0.96
1288,42.933,149.62,147.67,47.77,45.72,-14.84,0.369,0.3037,0.89,0.96
1289,42.967,148.23,149.47,45.6,43.38,-14.94,0.3728,0.3144,0.9,0.96
1290,43.0,147.0,149.9,44.12,40.41,-15.08,0.3748,0.3259,0.91,0.96
1291,43.033,144.32,152.71,40.61,37.84,-15.35,0.3853,0.3401,0.92,0.96
1292,43.067,143.74,152.93,37.53,36.06,-15.51,0.3983,0.3471,0.92,0.97
1293,43.1,142.91,152.57,34.64,34.77,-15.72,0.4083,0.3503,0.93,0.97
1294,43.133,141.73,152.1,31.25,32.2,-15.92,0.4182,0.3567,0.93,0.97
1295,43.167,137.67,151.15,25.84,29.96,-15.94,0.434,0.3635,0.93,0.97
1296,43.2,136.91,150.88,21.03,27.28,-15.93,0.456,0.3712,0.94,0.97
1297,43.233,136.13,151.98,17.52,25.27,-16.05,0.4677,0.3788,0.94,0.97
1298,43.267,133.95,154.1,13.97,23.62,-16.18,0.4746,0.3865,0.94,0.97
1299,43.3,133.56,154.26,10.29,21.83,-16.32,0.4879,0.3922,0.95,0.97
1300,43.333,133.6,153.11,7.45,19.71,-16.45,0.4978,0.3977,0.95,0.97
1301,43.367,134.98,152.58,5.0,17.72,-16.72,0.5085,0.4049,0.95,0.97
1302,43.4,134.38,155.69,1.88,16.4,-16.87,0.5176,0.4145,0.95,0.97
1303,43.433,138.02,157.43,0.67,15.73,-17.05,0.5314,0.4196,0.95,0.97
1304,43.467,140.96,158.21,2.28,14.08,-17.12,0.5448,0.4257,0.96,0.97
1305,43.5,140.87,158.5,5.15,12.55,-17.2,0.5561,0.4315,0.96,0.98
1306,43.533,142.16,159.54,7.32,11.92,-17.2,0.5677,0.4359,0.96,0.98
1307,43.567,144.15,160.6,9.99,10.92,-17.3,0.5794,0.4405,0.97,0.98
1308,43.6,144.06,159.82,14.33,9.79,-17.26,0.5931,0.4438,0.97,0.98
1309,43.633,143.51,158.6,18.15,8.67,-17.29,0.6044,0.4458,0.97,0.98
1310,43.667,144.92,157.71,21.34,7.2,-17.41,0.617,0.4494,0.97,0.98
1311,43.7,149.18,157.33,23.68,6.36,-17.45,0.6301,0.4512,0.97,0.98
1312,43.733,153.75,157.22,26.18,5.93,-17.42,0.6453,0.4515,0.97,0.98
1313,43.767,157.59,157.81,27.89,5.59,-17.41,0.6561,0.4524,0.98,0.98
1314,43.8,159.69,158.84,30.17,5.2,-17.38,0.6653,0.4538,0.98,0.98
1315,43.833,162.82,159.06,32.8,4.87,-17.38,0.6792,0.4537,0.98,0.98
1316,43.867,164.3,158.62,35.35,4.19,-17.54,0.6907,0.4536,0.98,0.98
1317,43.9,165.63,158.21,37.68,4.03,-17.67,0.6992,0.4526,0.98,0.98
1318,43.933,168.16,158.17,39.41,4.06,-17.72,0.7091,0.4519,0.98,0.98
1319,43.967,171.44,157.76,40.86,3.69,-17.76,0.7192,0.4511,0.98,0.98
1320,44.0,173.68,157.03,42.02,3.56,-17.75,0.7265,0.449,0.98,0.98
1321,44.033,175.54,155.75,43.62,4.13,-17.8,0.7342,0.4438,0.98,0.98
1322,44.067,177.18,153.6,45.01,4.56,-17.92,0.74,0.4371,0.98,0.98
1323,44.1,178.39,151.58,47.23,5.51,-18.06,0.748,0.4285,0.98,0.98
1324,44.133,179.26,151.67,49.11,6.51,-18.09,0.7527,0.4226,0.98,0.98
1325,44.167,179.21,149.31,51.29,5.28,-18.15,0.757,0.4179,0.99,0.98
1326,44.2,178.75,149.02,53.54,5.54,-18.17,0.7616,0.412,0.99,0.98
1327,44.233,178.19,146.32,55.36,5.14,-18.16,0.7652,0.4044,0.99,0.98
1328,44.267,178.82,143.32,57.61,5.07,-18.16,0.769,0.3976,0.99,0.98
1329,44.3,179.27,139.55,59.8,5.72,-18.1,0.7716,0.3887,0.99,0.98
1330,44.333,178.91,136.85,61.66,7.47,-18.01,0.775,0.3791,0.99,0.98
1331,44.367,178.81,135.15,62.86,9.87,-17.8,0.7771,0.3698,0.99,0.98
1332,44.4,179.1,135.61,64.35,14.01,-17.6,0.7785,0.3609,0.99,0.98
1333,44.433,178.36,134.81,65.92,17.52,-17.39,0.7787,0.3505,0.99,0.98
1334,44.467,177.87,134.02,67.54,22.98,-17.26,0.7791,0.3374,0.99,0.98
1335,44.5,176.92,141.54,69.37,34.9,-17.18,0.7783,0.3232,0.99,0.98
1336,44.533,176.07,146.4,71.45,43.46,-17.05,0.7782,0.3135,0.99,0.98
1337,44.567,175.71,151.01,73.01,52.74,-16.94,0.779,0.3062,0.99,0.98
1338,44.6,175.64,166.0,74.49,73.3,-16.84,0.7789,0.2942,0.99,0.98
1339,44.633,176.47,174.72,75.57,85.27,-16.72,0.7784,0.286,0.99,0.98
1340,44.667,176.44,178.28,76.53,95.01,-16.48,0.7781,0.2773,0.99,0.98
1341,44.7,177.33,176.71,77.19,104.54,-16.32,0.7779,0.2699,0.99,0.98
1342,44.733,177.83,175.93,78.24,111.24,-16.24,0.7778,0.2614,0.99,0.98
1343,44.767,178.9,175.55,78.84,118.57,-16.23,0.7767,0.2535,0.99,0.98
1344,44.8,179.09,168.71,79.91,128.35,-16.14,0.7723,0.2448,0.99,0.98
1345,44.833,179.27,165.41,80.42,133.84,-16.2,0.7674,0.2391,0.99,0.98
1346,44.867,178.97,166.9,80.24,138.68,-16.13,0.765,0.2415,0.99,0.97
1347,44.9,178.61,165.86,80.27,143.76,-15.91,0.764,0.2426,0.99,0.97
1348,44.933,177.74,162.09,80.51,148.48,-15.77,0.7628,0.2398,0.99,0.97
1349,44.967,176.4,162.85,80.82,151.09,-15.68,0.7604,0.2404,0.99,0.97
1350,45.0,175.34,163.37,80.96,152.93,-15.6,0.7562,0.2412,0.99,0.97
1351,45.033,173.89,161.83,80.72,155.93,-15.45,0.7505,0.2414,0.99,0.96
1352,45.067,174.37,161.54,81.4,157.85,-15.31,0.7476,0.2404,0.99,0.96
1353,45.1,174.27,162.22,81.51,157.82,-14.98,0.7455,0.2386,0.99,0.95
1354,45.133,174.57,163.28,82.28,157.5,-14.75,0.7422,0.2379,0.99,0.95
1355,45.167,175.45,163.37,84.05,157.71,-14.72,0.7387,0.2383,0.99,0.95
1356,45.2,174.62,162.85,85.02,157.93,-14.62,0.7348,0.2383,0.99,0.94
1357,45.233,172.88,162.19,84.27,158.35,-14.33,0.7305,0.2389,0.99,0.93
1358,45.267,168.84,162.47,82.15,158.16,-14.01,0.7247,0.2393,0.99,0.91
1359,45.3,166.29,161.54,81.08,158.57,-13.72,0.7211,0.2415,0.98,0.9
1360,45.333,166.13,160.03,81.74,159.7,-13.55,0.7165,0.2437,0.98,0.89
1361,45.367,164.51,159.57,81.16,160.87,-13.21,0.7147,0.2481,0.98,0.87
1362,45.4,162.82,159.02,79.92,161.88,-12.87,0.7077,0.2515,0.98,0.86
1363,45.433,159.23,158.13,77.86,162.78,-12.67,0.6988,0.2553,0.98,0.84
1364,45.467,155.16,157.77,75.47,163.99,-12.45,0.6921,0.2618,0.98,0.82
1365,45.5,152.93,157.26,74.62,164.98,-12.06,0.6897,0.269,0.98,0.81
1366,45.533,149.16,156.75,72.3,166.43,-12.04,0.6845,0.274,0.98,0.79
1367,45.567,149.64,156.38,72.84,166.95,-11.67,0.6796,0.279,0.98,0.78
1368,45.6,150.13,157.12,73.58,167.1,-11.52,0.677,0.286,0.98,0.77
1369,45.633,146.64,157.52,70.79,166.99,-11.14,0.6715,0.2924,0.98,0.76
1370,45.667,143.26,156.68,67.26,167.24,-10.7,0.6666,0.2947,0.98,0.76
1371,45.7,136.45,157.23,61.61,167.52,-10.52,0.6589,0.302,0.98,0.76
1372,45.733,133.93,157.51,59.69,167.68,-10.36,0.6544,0.3068,0.98,0.76
1373,45.767,128.95,156.96,55.8,167.94,-10.18,0.6485,0.3099,0.98,0.77
1374,45.8,122.94,156.19,50.46,168.16,-9.96,0.6439,0.3125,0.99,0.76
1375,45.833,111.05,157.45,39.77,168.31,-9.65,0.6379,0.3186,0.99,0.76
1376,45.867,104.52,157.91,34.57,168.52,-9.2,0.629,0.3224,0.99,0.75
1377,45.9,103.96,158.62,34.52,167.95,-9.01,0.6254,0.3248,0.99,0.75
1378,45.933,103.73,158.94,35.15,167.69,-8.89,0.6217,0.3262,0.99,0.75
1379,45.967,102.28,159.48,32.96,167.5,-8.59,0.6141,0.327,0.99,0.74
1380,46.0,99.09,159.96,29.96,167.33,-8.43,0.6056,0.3276,0.99,0.74
1381,46.033,93.03,159.81,26.14,167.28,-8.49,0.6051,0.3278,0.99,0.73
1382,46.067,89.65,159.56,24.19,167.62,-8.69,0.6055,0.3285,0.99,0.73
1383,46.1,86.21,159.15,22.41,168.1,-8.86,0.6027,0.3291,0.99,0.72
1384,46.133,82.23,159.55,19.26,168.39,-9.15,0.5976,0.3287,0.99,0.73
1385,46.167,78.51,161.9,16.41,167.62,-9.41,0.5943,0.3285,0.99,0.72
1386,46.2,76.87,165.26,15.17,166.02,-9.69,0.5919,0.3271,0.99,0.72
1387,46.233,75.5,166.0,15.63,166.31,-10.0,0.5898,0.326,0.99,0.72
1388,46.267,74.2,167.74,15.38,164.29,-10.12,0.5859,0.3221,0.99,0.71
1389,46.3,72.82,168.23,15.31,162.67,-10.28,0.5846,0.3156,0.99,0.71
1390,46.333,71.65,169.33,15.33,160.84,-10.35,0.5842,0.311,0.99,0.71
1391,46.367,70.1,170.32,14.97,158.06,-10.43,0.5807,0.3029,0.99,0.69
1392,46.4,67.61,172.67,14.6,154.46,-10.47,0.577,0.2952,0.99,0.68
1393,46.433,66.79,172.63,15.08,151.59,-10.56,0.5757,0.2842,0.99,0.67
1394,46.467,65.74,175.87,15.36,147.51,-10.72,0.5744,0.2723,0.98,0.66
1395,46.5,64.5,178.62,15.88,144.37,-10.9,0.5738,0.2621,0.98,0.66
1396,46.533,61.96,177.92,15.71,142.65,-11.34,0.5717,0.2543,0.98,0.65
1397,46.567,60.64,175.27,16.67,140.76,-11.61,0.5701,0.2469,0.98,0.65
1398,46.6,60.22,173.09,18.37,138.74,-12.03,0.5669,0.2377,0.98,0.66
1399,46.633,62.2,169.78,23.1,136.52,-12.51,0.5667,0.229,0.98,0.66
1400,46.667,65.71,169.07,30.21,135.44,-13.01,0.5656,0.2178,0.98,0.67
1401,46.7,69.02,166.64,39.1,133.09,-13.38,0.5656,0.202,0.98,0.68
1402,46.733,72.26,164.92,49.06,132.4,-13.91,0.565,0.1908,0.98,0.69
1403,46.767,67.94,164.22,53.85,131.67,-14.47,0.5635,0.1761,0.98,0.71
1404,46.8,61.85,163.63,57.01,130.89,-15.2,0.5591,0.1594,0.98,0.71
1405,46.833,56.79,159.11,58.56,128.21,-15.74,0.5528,0.1455,0.98,0.72
1406,46.867,50.52,157.33,61.02,126.58,-16.38,0.5436,0.129,0.98,0.73
1407,46.9,44.55,153.56,65.22,124.5,-16.83,0.5372,0.1178,0.98,0.73
1408,46.933,36.77,148.84,71.32,122.86,-17.39,0.5283,0.1062,0.98,0.74
1409,46.967,30.38,146.01,76.57,121.52,-17.78,0.5219,0.097,0.98,0.76
1410,47.0,25.26,142.41,82.4,120.27,-18.19,0.5189,0.0879,0.98,0.76
1411,47.033,18.43,135.66,87.64,117.51,-18.78,0.5186,0.0786,0.98,0.77
1412,47.067,13.25,129.2,90.35,116.28,-19.41,0.5108,0.0717,0.97,0.77
1413,47.1,10.17,122.38,93.36,115.22,-19.92,0.5081,0.0665,0.96,0.77
1414,47.133,9.01,117.26,99.23,113.89,-20.3,0.5108,0.0586,0.95,0.77
1415,47.167,6.93,115.15,103.6,112.92,-20.31,0.5069,0.0518,0.93,0.76
1416,47.2,6.25,113.01,109.07,111.81,-19.99,0.5059,0.0461,0.91,0.75
1417,47.233,14.23,111.24,112.28,110.82,-19.42,0.5323,0.0447,0.89,0.74
1418,47.267,122.2,108.91,116.02,109.1,-19.14,0.5486,0.0403,0.84,0.73
1419,47.3,167.01,104.25,116.18,107.55,-19.04,0.546,0.0389,0.82,0.7
1420,47.333,177.92,103.25,126.75,106.85,-18.91,0.5217,0.037,0.79,0.68
1421,47.367,147.45,103.09,134.99,105.93,-18.26,0.5012,0.035,0.77,0.68
1422,47.4,45.17,103.39,149.96,103.32,-17.14,0.4637,0.0336,0.72,0.66
1423,47.433,26.29,100.46,164.22,100.76,-16.24,0.4323,0.0353,0.67,0.65
1424,47.467,26.46,98.14,175.94,99.51,-15.48,0.4077,0.0363,0.63,0.64
1425,47.5,46.7,103.67,172.35,96.96,-14.85,0.3997,0.0374,0.62,0.65
1426,47.533,64.06,109.03,166.61,93.58,-13.86,0.3616,0.0376,0.6,0.65
1427,47.567,149.92,113.51,153.35,91.24,-12.54,0.3133,0.0378,0.62,0.67
1428,47.6,133.85,115.33,143.68,87.03,-10.82,0.2806,0.0432,0.61,0.67
1429,47.633,106.05,115.23,149.11,83.4,-9.18,0.2955,0.0489,0.64,0.69
1430,47.667,93.07,113.71,151.38,76.64,-7.43,0.2947,0.0613,0.66,0.71
1431,47.7,102.38,112.16,153.92,70.54,-5.49,0.2534,0.0689,0.69,0.74
1432,47.733,115.29,109.75,152.46,61.27,-3.5,0.2018,0.0805,0.72,0.76
1433,47.767,136.97,103.96,152.66,49.77,-1.25,0.145,0.0914,0.73,0.77
1434,47.8,152.25,96.53,149.9,39.04,-0.41,0.0931,0.1032,0.73,0.76
1435,47.833,166.83,90.65,148.56,29.45,0.19,0.0417,0.1148,0.73,0.77
1436,47.867,178.11,89.01,147.36,23.62,0.62,0.0026,0.1248,0.73,0.78
1437,47.9,177.38,86.52,145.61,18.94,1.57,-0.0121,0.1347,0.72,0.8
1438,47.933,175.7,85.17,145.19,15.0,3.2,-0.0197,0.1387,0.7,0.8
1439,47.967,166.84,87.67,141.89,12.03,4.32,-0.0137,0.1432,0.68,0.81
1440,48.0,167.14,87.37,139.86,8.79,5.47,-0.0235,0.1461,0.66,0.81
1441,48.033,176.78,88.85,136.27,7.35,6.49,-0.0324,0.1565,0.6,0.79
1442,48.067,174.24,90.66,132.25,7.01,6.59,-0.001,0.1641,0.55,0.75
1443,48.1,175.01,89.06,130.68,0.93,7.36,-0.0289,0.1802,0.5,0.72
1444,48.133,178.26,95.19,126.75,2.1,7.58,-0.0633,0.2003,0.46,0.69
1445,48.167,177.19,97.47,122.77,6.1,8.41,-0.0917,0.2151,0.42,0.65
1446,48.2,178.53,103.94,119.58,10.31,8.82,-0.0641,0.2439,0.38,0.6
1447,48.233,175.91,107.54,117.45,16.53,8.11,-0.0587,0.2646,0.34,0.58
1448,48.267,172.33,161.97,114.11,25.1,7.89,-0.0352,0.3589,0.32,0.57
1449,48.3,174.95,155.48,107.59,33.18,8.9,-0.0244,0.3903,0.29,0.54
1450,48.333,174.9,99.96,102.39,35.18,9.3,-0.0164,0.3201,0.26,0.53
1451,48.367,175.27,73.07,100.69,39.5,9.81,-0.0098,0.2985,0.25,0.52
1452,48.4,174.68,64.94,96.92,42.03,9.82,-0.0041,0.2899,0.23,0.5
1453,48.433,176.68,66.79,93.21,44.72,10.04,-0.0027,0.3042,0.21,0.49
1454,48.467,175.93,71.74,88.04,47.82,10.33,-0.0025,0.3203,0.2,0.5
1455,48.5,175.43,76.13,81.59,50.44,10.98,0.0181,0.3321,0.25,0.54
1456,48.533,171.91,81.49,75.34,54.92,11.54,0.0476,0.3469,0.3,0.58
1457,48.567,171.08,83.66,68.77,56.81,11.66,0.0696,0.3561,0.35,0.62
1458,48.6,166.8,89.29,64.14,57.45,11.43,0.0912,0.3637,0.41,0.65
1459,48.633,161.26,97.14,59.13,60.12,11.69,0.1167,0.3763,0.44,0.68
1460,48.667,161.25,108.69,51.76,63.11,12.03,0.1402,0.3936,0.43,0.71
1461,48.7,163.58,115.41,44.27,64.4,11.74,0.1589,0.4054,0.4,0.71
1462,48.733,167.68,123.72,35.81,65.27,12.05,0.1697,0.4204,0.37,0.71
1463,48.767,171.89,130.16,29.1,66.03,11.86,0.1751,0.4324,0.33,0.67
1464,48.8,154.72,135.63,15.27,65.97,12.43,0.1636,0.4412,0.3,0.65
1465,48.833,142.16,141.56,8.82,65.62,12.79,0.1595,0.45,0.27,0.63
1466,48.867,149.44,146.11,6.68,65.13,12.89,0.1637,0.4533,0.25,0.61
1467,48.9,145.44,149.93,3.58,64.92,12.91,0.1627,0.4582,0.22,0.57
1468,48.933,141.45,153.42,0.75,62.44,11.99,0.1582,0.464,0.2,0.55
1469,48.967,6.6,157.03,5.05,60.61,11.14,0.093,0.4703,0.18,0.5
1470,49.0,3.77,159.8,2.76,59.22,11.21,0.0814,0.4728,0.16,0.48
1471,49.033,3.93,162.86,1.71,57.94,11.26,0.0641,0.4737,0.15,0.48
1472,49.067,2.16,166.28,2.31,55.53,10.79,0.0598,0.4722,0.14,0.49
1473,49.1,161.28,169.14,12.94,53.65,11.37,0.127,0.4717,0.13,0.52
1474,49.133,158.38,171.12,19.39,52.11,11.56,0.1454,0.4701,0.14,0.56
1475,49.167,157.21,173.11,21.53,50.76,11.95,0.1491,0.471,0.15,0.59
1476,49.2,140.81,174.2,23.96,49.88,12.07,0.1617,0.471,0.18,0.62
1477,49.233,138.64,175.35,23.97,48.72,12.02,0.1621,0.47,0.21,0.65
1478,49.267,132.65,176.02,23.56,47.17,12.03,0.167,0.4681,0.22,0.67
1479,49.3,138.66,177.6,25.82,45.79,12.21,0.1609,0.4642,0.24,0.69
1480,49.333,142.6,176.87,23.76,45.54,13.29,0.1605,0.4587,0.23,0.69
1481,49.367,142.61,175.77,27.84,45.36,13.9,0.1503,0.4553,0.21,0.7
1482,49.4,141.65,174.44,28.93,43.54,14.16,0.1533,0.4507,0.19,0.69
1483,49.433,139.64,172.01,31.88,43.04,14.06,0.1604,0.4461,0.17,0.68
1484,49.467,139.73,170.01,32.7,42.05,13.99,0.1675,0.4432,0.16,0.67
1485,49.5,139.24,168.02,34.17,40.85,14.26,0.1732,0.4387,0.14,0.66
1486,49.533,137.87,167.33,36.36,38.66,13.86,0.1727,0.4331,0.13,0.66
1487,49.567,136.03,165.74,39.28,37.07,13.7,0.1729,0.4269,0.12,0.65
1488,49.6,169.39,160.53,14.5,31.43,7.35,0.172,0.4174,0.11,0.62
1489,49.633,155.49,158.94,10.28,28.67,4.41,0.1712,0.4111,0.1,0.59
1490,49.667,150.29,155.16,8.87,29.89,4.71,0.1702,0.4048,0.09,0.55
1491,49.7,165.35,152.55,29.48,30.09,5.32,0.1642,0.3969,0.08,0.54
1492,49.733,135.84,149.59,46.48,32.67,8.88,0.1633,0.3921,0.08,0.53
1493,49.767,136.36,147.75,46.5,32.65,9.96,0.1629,0.3859,0.07,0.52
1494,49.8,133.4,145.92,48.82,32.17,10.12,0.1617,0.3774,0.07,0.5
1495,49.833,136.56,145.4,46.35,31.49,10.67,0.1613,0.3724,0.06,0.48
1496,49.867,137.33,144.15,44.56,30.67,11.1,0.16,0.3676,0.06,0.45
1497,49.9,138.07,142.25,45.21,30.18,10.84,0.1602,0.36,0.05,0.43
1498,49.933,141.22,140.46,43.95,28.85,10.1,0.1616,0.3528,0.05,0.4
1499,49.967,145.52,137.25,40.27,28.54,10.7,0.1632,0.3461,0.05,0.38
1500,50.0,145.39,134.63,40.3,27.0,10.67,0.1648,0.3372,0.04,0.36
1501,50.033,146.57,132.2,38.82,27.03,10.94,0.166,0.329,0.04,0.34
1502,50.067,145.42,126.44,38.77,26.59,11.03,0.171,0.3142,0.04,0.32
1503,50.1,160.0,109.98,13.16,25.42,6.07,0.182,0.2827,0.04,0.32
1504,50.133,155.13,100.69,10.78,23.58,5.92,0.1836,0.2631,0.04,0.32
1505,50.167,176.11,102.56,20.89,24.26,7.69,0.1826,0.2669,0.04,0.3
1506,50.2,153.79,96.87,8.98,24.02,5.89,0.1887,0.2593,0.04,0.3
1507,50.233,142.91,89.03,4.37,24.23,5.89,0.1935,0.2515,0.04,0.31
1508,50.267,144.09,87.89,4.52,24.19,6.94,0.1921,0.2505,0.04,0.32
1509,50.3,147.79,86.96,5.99,23.86,8.08,0.1908,0.248,0.04,0.31
1510,50.333,148.14,84.6,5.5,23.07,9.01,0.1906,0.2438,0.04,0.32
1511,50.367,177.36,84.2,18.12,22.62,8.97,0.1893,0.2419,0.04,0.32
1512,50.4,166.49,84.28,10.93,21.53,8.84,0.1886,0.241,0.04,0.33
1513,50.433,177.56,81.55,18.59,20.65,8.77,0.1864,0.236,0.04,0.33
1514,50.467,167.94,87.17,24.34,19.92,8.71,0.1836,0.2411,0.05,0.35
1515,50.5,171.73,98.61,21.93,15.79,6.61,0.1835,0.2371,0.05,0.39
1516,50.533,169.75,99.26,24.28,14.63,5.76,0.1803,0.2331,0.05,0.4
1517,50.567,164.55,175.85,28.06,8.01,5.43,0.1752,0.2228,0.05,0.4
1518,50.6,154.4,157.71,33.99,22.4,3.61,0.1689,0.2063,0.05,0.41
1519,50.633,159.0,143.23,32.85,34.25,2.03,0.1668,0.185,0.06,0.44
1520,50.667,161.01,148.05,32.89,32.63,1.34,0.1611,0.1743,0.06,0.47
1521,50.7,173.48,153.37,27.58,36.52,0.67,0.1516,0.1324,0.09,0.5
1522,50.733,162.37,174.3,36.94,26.58,0.83,0.1264,0.1299,0.13,0.54
1523,50.767,178.05,162.04,35.37,9.38,2.35,0.081,0.1437,0.21,0.58
1524,50.8,170.31,142.8,32.14,7.37,2.54,0.0614,0.1067,0.29,0.62
1525,50.833,158.92,136.78,34.16,7.78,2.05,0.0414,0.1009,0.35,0.66
1526,50.867,149.81,120.16,33.11,7.09,0.67,0.0319,0.069,0.42,0.69
1527,50.9,135.79,114.58,32.2,8.55,-1.61,0.0158,0.0475,0.46,0.72
1528,50.933,124.29,118.57,25.87,8.27,-5.43,0.0162,0.0469,0.51,0.74
1529,50.967,118.14,115.61,22.3,5.84,-8.18,0.0095,0.0349,0.53,0.76
1530,51.0,117.01,116.37,15.76,2.15,-10.58,0.017,0.0349,0.57,0.78
1531,51.033,110.87,119.24,5.97,5.8,-13.23,0.0232,0.0564,0.6,0.8
1532,51.067,106.68,134.48,1.25,8.97,-15.54,0.0309,0.0833,0.64,0.82
1533,51.1,107.89,133.21,5.31,8.82,-19.72,0.0531,0.0738,0.67,0.83
1534,51.133,109.77,135.07,8.33,2.72,-23.42,0.0901,0.0286,0.69,0.84
